Sentence_ID,Token string,Token kind,Contextual features,Morphological features,Part-of-speech features,Type of Named Entity
1033,desak,WORD,,LowerCase,OOV,""""""
1033,saya,WORD,,LowerCase,OOV,""""""
1033,buat,WORD,,LowerCase,PREP,""""""
1033,tutupin,WORD,,LowerCase,OOV,""""""
1033,identitas,WORD,,LowerCase,OOV,""""""
1033,si,WORD,,LowerCase,OOV,""""""
1033,driver,WORD,,LowerCase,OOV,""""""
1033,ini,WORD,,LowerCase,OOV,""""""
1033,.,EPUNC,,,,""""""
1033,Ini,WORD,,"TitleCase, CapStart",OOV,""""""
1033,orang,WORD,,LowerCase,OOV,""""""
1033,dasarnya,WORD,,LowerCase,OOV,""""""
1033,udh,WORD,,LowerCase,OOV,""""""
1033,kriminal,WORD,,LowerCase,OOV,""""""
1034,Ya,WORD,,"TitleCase, CapStart",OOV,""""""
1034,allah,WORD,,LowerCase,OOV,""""""
1034,semoga,WORD,,LowerCase,OOV,""""""
1034,tukang,WORD,,LowerCase,OOV,""""""
1034,tipu,WORD,,LowerCase,OOV,""""""
1034,gini,WORD,,LowerCase,OOV,""""""
1034,cepet,WORD,,LowerCase,OOV,""""""
1034,dapet,WORD,,LowerCase,OOV,""""""
1034,hidayah,WORD,,LowerCase,OOV,""""""
1035,update,WORD,,LowerCase,VERB,""""""
1035,tanggal,WORD,,LowerCase,OOV,""""""
1035,20,NUM,,Digit,,""""""
1035,Februari,WORD,,"TitleCase, CapStart",OOV,""""""
1035,2025,NUM,,Digit,,""""""
1035,",",OPUNC,,,,""""""
1035,masih,WORD,,LowerCase,OOV,""""""
1035,engga,WORD,,LowerCase,OOV,""""""
1035,ada,WORD,,LowerCase,VERB,""""""
1035,pergerakan,WORD,,LowerCase,NOUN,""""""
1036,ini,WORD,,LowerCase,OOV,""""""
1036,gue,WORD,,LowerCase,OOV,""""""
1036,bgt,WORD,,LowerCase,OOV,""""""
1036,!,EPUNC,,,,""""""
1036,kmrn,WORD,,LowerCase,OOV,""""""
1036,abis,WORD,,LowerCase,OOV,""""""
1036,beli,WORD,,LowerCase,OOV,""""""
1036,ipad,WORD,,LowerCase,OOV,""""""
1036,",",OPUNC,,,,""""""
1036,meski,WORD,,LowerCase,OOV,""""""
1036,2nd,WORD,,"LowerCase, CharDigit",OOV,""""""
1036,",",OPUNC,,,,""""""
1036,tp,WORD,,LowerCase,OOV,""""""
1036,tep,WORD,,LowerCase,OOV,""""""
1036,ae,WORD,,LowerCase,OOV,""""""
1036,lumayan,WORD,,LowerCase,OOV,""""""
1036,uangnya,WORD,,LowerCase,OOV,""""""
1036,.,EPUNC,,,,""""""
1036,krn,WORD,,LowerCase,OOV,""""""
1036,trust,WORD,,LowerCase,OOV,""""""
1036,issue,WORD,,LowerCase,OOV,""""""
1036,sm,WORD,,LowerCase,OOV,""""""
1036,cerita,WORD,,LowerCase,OOV,""""""
1036,org2,WORD,,"LowerCase, CharDigit",OOV,""""""
1036,barang,WORD,,LowerCase,OOV,""""""
1036,dibawa,WORD,,LowerCase,OOV,""""""
1036,kabur,WORD,,LowerCase,OOV,""""""
1036,driver,WORD,,LowerCase,OOV,""""""
1036,",",OPUNC,,,,""""""
1036,akhirnya,WORD,,LowerCase,OOV,""""""
1036,gw,WORD,,LowerCase,OOV,""""""
1036,milih,WORD,,LowerCase,OOV,""""""
1036,manfaatin,WORD,,LowerCase,OOV,""""""
1036,promo,WORD,,LowerCase,OOV,""""""
1036,syopi,WORD,,LowerCase,OOV,""""""
1036,",",OPUNC,,,,""""""
1036,dan,WORD,,LowerCase,OOV,""""""
1036,contact,WORD,,LowerCase,OOV,""""""
1036,seller,WORD,,LowerCase,OOV,""""""
1036,buat,WORD,,LowerCase,PREP,""""""
1036,pick,WORD,,LowerCase,OOV,""""""
1036,up,WORD,,LowerCase,OOV,""""""
1036,sendiri,WORD,,LowerCase,OOV,""""""
1036,barangnya,WORD,,LowerCase,OOV,""""""
1036,.,EPUNC,,,,""""""
1036,nnt,WORD,,LowerCase,OOV,""""""
1036,seller,WORD,,LowerCase,OOV,""""""
1036,bakal,WORD,,LowerCase,OOV,""""""
1036,ngasi,WORD,,LowerCase,OOV,""""""
1036,kerdus,WORD,,LowerCase,OOV,""""""
1036,kosong,WORD,,LowerCase,OOV,""""""
1036,buat,WORD,,LowerCase,PREP,""""""
1036,dibawa,WORD,,LowerCase,OOV,""""""
1036,driver,WORD,,LowerCase,OOV,""""""
1036,.,EPUNC,,,,""""""
1037,isinya,WORD,,LowerCase,OOV,""""""
1037,bot,WORD,,LowerCase,OOV,""""""
1037,makanya,WORD,,LowerCase,OOV,""""""
1037,gw,WORD,,LowerCase,OOV,""""""
1037,dah,WORD,,LowerCase,OOV,""""""
1037,gak,WORD,,LowerCase,OOV,""""""
1037,pernah,WORD,,LowerCase,OOV,""""""
1037,belanja,WORD,,LowerCase,OOV,""""""
1037,disono,WORD,,LowerCase,OOV,""""""
1037,lagi,WORD,,LowerCase,OOV,""""""
1037,",",OPUNC,,,,""""""
1037,mending,WORD,,LowerCase,OOV,""""""
1037,toko,WORD,,LowerCase,OOV,""""""
1037,orange,WORD,,LowerCase,OOV,""""""
1037,Soalnya,WORD,,"TitleCase, CapStart",OOV,""""""
1037,pernah,WORD,,LowerCase,OOV,""""""
1037,kejadian,WORD,,LowerCase,OOV,""""""
1037,hal,WORD,,LowerCase,OOV,""""""
1037,serupa,WORD,,LowerCase,OOV,""""""
1037,duit,WORD,,LowerCase,OOV,""""""
1037,balik,WORD,,LowerCase,OOV,""""""
1037,sih,WORD,,LowerCase,OOV,""""""
1037,tp,WORD,,LowerCase,OOV,""""""
1037,2,NUM,,Digit,,""""""
1037,bulan,WORD,,LowerCase,OOV,""""""
1037,baru,WORD,,LowerCase,OOV,""""""
1037,balekkk,WORD,,LowerCase,OOV,""""""
1037,itulun,WORD,,LowerCase,OOV,""""""
1037,penuh,WORD,,LowerCase,OOV,""""""
1037,drama,WORD,,LowerCase,OOV,""""""
1038,Hi,WORD,,"TitleCase, CapStart",OOV,""""""
1038,Smartfren,WORD,,"TitleCase, CapStart",OOV,""""""
1038,friends,WORD,,LowerCase,OOV,""""""
1038,.,EPUNC,,,,""""""
1038,If,WORD,,"TitleCase, CapStart",OOV,""""""
1038,you,WORD,,LowerCase,OOV,""""""
1038,have,WORD,,LowerCase,OOV,""""""
1038,any,WORD,,LowerCase,OOV,""""""
1038,questions,WORD,,LowerCase,OOV,""""""
1038,about,WORD,,LowerCase,OOV,""""""
1038,Smartfren,WORD,,"TitleCase, CapStart",OOV,""""""
1038,",",OPUNC,,,,""""""
1038,Minfren,WORD,,"TitleCase, CapStart",OOV,""""""
1038,is,WORD,,LowerCase,OOV,""""""
1038,ready,WORD,,LowerCase,OOV,""""""
1038,to,WORD,,LowerCase,OOV,""""""
1038,help,WORD,,LowerCase,OOV,""""""
1038,.,EPUNC,,,,""""""
1038,Let,WORD,,"TitleCase, CapStart",OOV,""""""
1038,',PUNC,,,,""""""
1038,s,WORD,,LowerCase,OOV,""""""
1038,check,WORD,,LowerCase,OOV,""""""
1038,the,WORD,,LowerCase,OOV,""""""
1038,complete,WORD,,LowerCase,OOV,""""""
1038,information,WORD,,LowerCase,OOV,""""""
1038,at,WORD,,LowerCase,OOV,""""""
1038,Please,WORD,,"TitleCase, CapStart",OOV,""""""
1038,take,WORD,,LowerCase,OOV,""""""
1038,care,WORD,,LowerCase,OOV,""""""
1038,of,WORD,,LowerCase,OOV,""""""
1038,your,WORD,,LowerCase,OOV,""""""
1038,health,WORD,,LowerCase,OOV,""""""
1038,.,EPUNC,,,,""""""
1038,Thank,WORD,,"TitleCase, CapStart",OOV,""""""
1038,you,WORD,,LowerCase,OOV,""""""
1038,-,SPUNC,,,,""""""
1038,Dewa,WORD,,"TitleCase, CapStart",OOV,""""""
1039,ini,WORD,,LowerCase,OOV,""""""
1039,banding,WORD,,LowerCase,OOV,""""""
1039,untuk,WORD,,LowerCase,OOV,""""""
1039,barang,WORD,,LowerCase,OOV,""""""
1039,yang,WORD,,LowerCase,OOV,""""""
1039,belum,WORD,,LowerCase,ADV,""""""
1039,saya,WORD,,LowerCase,OOV,""""""
1039,terima,WORD,,LowerCase,OOV,""""""
1040,iya,WORD,,LowerCase,OOV,""""""
1040,kak,WORD,,LowerCase,NOUN,""""""
1040,ini,WORD,,LowerCase,OOV,""""""
1040,masih,WORD,,LowerCase,OOV,""""""
1040,aku,WORD,,LowerCase,OOV,""""""
1040,proses,WORD,,LowerCase,OOV,""""""
1040,banding,WORD,,LowerCase,OOV,""""""
1040,nya,WORD,,LowerCase,PRON,""""""
1040,kok,WORD,,LowerCase,OOV,""""""
1041,Tiba,WORD,,"TitleCase, CapStart",OOV,""""""
1041,di,WORD,,LowerCase,PREP,""""""
1041,jam,WORD,,LowerCase,OOV,""""""
1041,16,NUM,,Digit,,""""""
1041,:,PUNC,,,,""""""
1041,01,NUM,,Digit,,""""""
1041,di,WORD,,LowerCase,PREP,""""""
1041,kantor,WORD,,LowerCase,OOV,""""""
1041,langsung,WORD,,LowerCase,OOV,""""""
1041,diselesaikan,WORD,,LowerCase,OOV,""""""
1041,oleh,WORD,,LowerCase,OOV,""""""
1041,driver,WORD,,LowerCase,OOV,""""""
1041,",",OPUNC,,,,""""""
1041,sedangkan,WORD,,LowerCase,OOV,""""""
1041,tidak,WORD,,LowerCase,OOV,""""""
1041,boleh,WORD,,LowerCase,OOV,""""""
1041,di,WORD,,LowerCase,PREP,""""""
1041,titip,WORD,,LowerCase,OOV,""""""
1041,sm,WORD,,LowerCase,OOV,""""""
1041,security,WORD,,LowerCase,OOV,""""""
1041,.,EPUNC,,,,""""""
1041,Trus,WORD,,"TitleCase, CapStart",OOV,""""""
1041,diterima,WORD,,LowerCase,OOV,""""""
1041,pkul,WORD,,LowerCase,OOV,""""""
1041,18,NUM,,Digit,,""""""
1041,:,PUNC,,,,""""""
1041,22,NUM,,Digit,,""""""
1041,btw,WORD,,LowerCase,OOV,""""""
1041,antarnya,WORD,,LowerCase,OOV,""""""
1041,kmna,WORD,,LowerCase,OOV,""""""
1041,ka,WORD,,LowerCase,OOV,""""""
1041,dan,WORD,,LowerCase,OOV,""""""
1041,diterima,WORD,,LowerCase,OOV,""""""
1041,dimna,WORD,,LowerCase,OOV,""""""
1041,.,EPUNC,,,,""""""
1042,Jadi,WORD,,"TitleCase, CapStart",OOV,""""""
1042,inget,WORD,,LowerCase,OOV,""""""
1042,pernah,WORD,,LowerCase,OOV,""""""
1042,beli,WORD,,LowerCase,OOV,""""""
1042,barang,WORD,,LowerCase,OOV,""""""
1042,di,WORD,,LowerCase,PREP,""""""
1042,toped,WORD,,LowerCase,OOV,""""""
1042,pake,WORD,,LowerCase,VERB,""""""
1042,voucher,WORD,,LowerCase,OOV,""""""
1042,dari,WORD,,LowerCase,PREP,""""""
1042,kantor,WORD,,LowerCase,OOV,""""""
1042,.,EPUNC,,,,""""""
1042,Jadinya,WORD,,"TitleCase, CapStart",OOV,""""""
1042,bayar,WORD,,LowerCase,OOV,""""""
1042,barang,WORD,,LowerCase,OOV,""""""
1042,cuma,WORD,,LowerCase,OOV,""""""
1042,seribu,WORD,,LowerCase,OOV,""""""
1042,.,EPUNC,,,,""""""
1042,Eh,WORD,,"TitleCase, CapStart",OOV,""""""
1042,barangnya,WORD,,LowerCase,OOV,""""""
1042,dimaling,WORD,,LowerCase,OOV,""""""
1042,kurir,WORD,,LowerCase,OOV,""""""
1042,.,EPUNC,,,,""""""
1042,Komplain,WORD,,"TitleCase, CapStart",OOV,""""""
1042,panjang,WORD,,LowerCase,OOV,""""""
1042,lebar,WORD,,LowerCase,OOV,""""""
1042,endingnya,WORD,,LowerCase,OOV,""""""
1042,dilakukan,WORD,,LowerCase,OOV,""""""
1042,pergantian,WORD,,LowerCase,OOV,""""""
1042,uang,WORD,,LowerCase,OOV,""""""
1042,sama,WORD,,LowerCase,OOV,""""""
1042,tokopedia,WORD,,LowerCase,OOV,""""""
1042,sesuai,WORD,,LowerCase,OOV,""""""
1042,harga,WORD,,LowerCase,OOV,""""""
1042,beli,WORD,,LowerCase,OOV,""""""
1042,.,EPUNC,,,,""""""
1042,SERIBU,WORD,,"UpperCase, CapStart",OOV,""""""
1042,😂,PUNC,,,OOV,""""""
1042,Bangke,WORD,,"TitleCase, CapStart",OOV,""""""
1042,memang,WORD,,LowerCase,OOV,""""""
1043,Harus,WORD,,"TitleCase, CapStart",OOV,""""""
1043,cepet,WORD,,LowerCase,OOV,""""""
1043,di,WORD,,LowerCase,PREP,""""""
1043,proses,WORD,,LowerCase,OOV,""""""
1043,.,EPUNC,,,,""""""
1043,.,EPUNC,,,,""""""
1043,.,EPUNC,,,,""""""
1043,gojeker,WORD,,LowerCase,OOV,""""""
1043,modelan,WORD,,LowerCase,OOV,""""""
1043,gini,WORD,,LowerCase,OOV,""""""
1043,matiin,WORD,,LowerCase,OOV,""""""
1043,pedagang,WORD,,LowerCase,OOV,""""""
1043,sm,WORD,,LowerCase,OOV,""""""
1043,aplikasi,WORD,,LowerCase,OOV,""""""
1043,terlebih,WORD,,LowerCase,OOV,""""""
1043,sesama,WORD,,LowerCase,OOV,""""""
1043,gojeker,WORD,,LowerCase,OOV,""""""
1043,yg,WORD,,LowerCase,OOV,""""""
1043,jujur,WORD,,LowerCase,OOV,""""""
1044,Hai,WORD,,"TitleCase, CapStart",OOV,""""""
1044,kak,WORD,,LowerCase,NOUN,""""""
1044,.,EPUNC,,,,""""""
1044,Mohon,WORD,,"TitleCase, CapStart",OOV,""""""
1044,maaf,WORD,,LowerCase,OOV,""""""
1044,atas,WORD,,LowerCase,OOV,""""""
1044,ketidaknyamanannya,WORD,,LowerCase,OOV,""""""
1044,.,EPUNC,,,,""""""
1044,Perihal,WORD,,"TitleCase, CapStart",OOV,""""""
1044,informasi,WORD,,LowerCase,OOV,""""""
1044,paketnya,WORD,,LowerCase,NOUN,""""""
1044,sudah,WORD,,LowerCase,OOV,""""""
1044,disampaikan,WORD,,LowerCase,OOV,""""""
1044,via,WORD,,LowerCase,OOV,""""""
1044,DM,WORD,,"UpperCase, CapStart",NOUN,""""""
1044,ya,WORD,,LowerCase,OOV,""""""
1044,:,PUNC,,,,""""""
1044,),SPUNC,,,,""""""
1044,Thanks,WORD,,"TitleCase, CapStart",OOV,""""""
1044,^,PUNC,,,,""""""
1044,Rehan,WORD,,"TitleCase, CapStart",OOV,""""""
1045,ini,WORD,,LowerCase,OOV,""""""
1045,pas,WORD,,LowerCase,OOV,""""""
1045,unboxing,WORD,,LowerCase,OOV,""""""
1045,ga,WORD,,LowerCase,ADV,""""""
1045,ada,WORD,,LowerCase,VERB,""""""
1045,label,WORD,,LowerCase,OOV,""""""
1045,invoice,WORD,,LowerCase,OOV,""""""
1045,dari,WORD,,LowerCase,PREP,""""""
1045,penjual,WORD,,LowerCase,OOV,""""""
1045,ka,WORD,,LowerCase,OOV,""""""
1045,?,EPUNC,,,,""""""
1045,Kalo,WORD,,"TitleCase, CapStart",OOV,""""""
1045,ga,WORD,,LowerCase,ADV,""""""
1045,ada,WORD,,LowerCase,VERB,""""""
1045,udh,WORD,,LowerCase,OOV,""""""
1045,fix,WORD,,LowerCase,OOV,""""""
1045,dirubah2,WORD,,"LowerCase, CharDigit",OOV,""""""
1045,sama,WORD,,LowerCase,OOV,""""""
1045,driver,WORD,,LowerCase,OOV,""""""
1045,.,EPUNC,,,,""""""
1046,Bukti,WORD,,"TitleCase, CapStart",OOV,""""""
1046,pengajuan,WORD,,LowerCase,OOV,""""""
1046,banding,WORD,,LowerCase,OOV,""""""
1046,di,WORD,,LowerCase,PREP,""""""
1046,tokped,WORD,,LowerCase,OOV,""""""
1046,",",OPUNC,,,,""""""
1046,update,WORD,,LowerCase,VERB,""""""
1046,di,WORD,,LowerCase,PREP,""""""
1046,tanggal,WORD,,LowerCase,OOV,""""""
1046,18,NUM,,Digit,,""""""
1046,Februari,WORD,,"TitleCase, CapStart",OOV,""""""
1046,2025,NUM,,Digit,,""""""
1047,anjay,WORD,,LowerCase,OOV,""""""
1047,beli,WORD,,LowerCase,OOV,""""""
1047,semvak,WORD,,LowerCase,OOV,""""""
1047,aja,WORD,,LowerCase,OOV,""""""
1047,pake,WORD,,LowerCase,VERB,""""""
1047,sameday,WORD,,LowerCase,OOV,""""""
1047,/,SPUNC,,,,""""""
1047,gosend,WORD,,LowerCase,OOV,""""""
1047,",",OPUNC,,,,""""""
1047,biar,WORD,,LowerCase,OOV,""""""
1047,cepat,WORD,,LowerCase,OOV,""""""
1047,dipake,WORD,,LowerCase,OOV,""""""
1047,dan,WORD,,LowerCase,OOV,""""""
1047,bisa,WORD,,LowerCase,OOV,""""""
1047,mix,WORD,,LowerCase,OOV,""""""
1047,n,WORD,,LowerCase,OOV,""""""
1047,match,WORD,,LowerCase,OOV,""""""
1047,sm,WORD,,LowerCase,OOV,""""""
1047,outfit,WORD,,LowerCase,OOV,""""""
1047,ya,WORD,,LowerCase,OOV,""""""
1047,bang,WORD,,LowerCase,OOV,""""""
1047,?,EPUNC,,,,""""""
1047,🤣,PUNC,,,OOV,""""""
1047,🤣,PUNC,,,OOV,""""""
1048,Disini,WORD,,"TitleCase, CapStart",OOV,""""""
1048,aku,WORD,,LowerCase,OOV,""""""
1048,udh,WORD,,LowerCase,OOV,""""""
1048,lumayan,WORD,,LowerCase,OOV,""""""
1048,sering,WORD,,LowerCase,OOV,""""""
1048,beli,WORD,,LowerCase,OOV,""""""
1048,laptop,WORD,,LowerCase,OOV,""""""
1048,di,WORD,,LowerCase,PREP,""""""
1048,tokped,WORD,,LowerCase,OOV,""""""
1048,dengan,WORD,,LowerCase,OOV,""""""
1048,kondisi,WORD,,LowerCase,OOV,""""""
1048,yang,WORD,,LowerCase,OOV,""""""
1048,sama,WORD,,LowerCase,OOV,""""""
1048,pengiriman,WORD,,LowerCase,OOV,""""""
1048,instant,WORD,,LowerCase,OOV,""""""
1048,pakai,WORD,,LowerCase,OOV,""""""
1048,jadi,WORD,,LowerCase,OOV,""""""
1048,aku,WORD,,LowerCase,OOV,""""""
1048,engga,WORD,,LowerCase,OOV,""""""
1048,ada,WORD,,LowerCase,VERB,""""""
1048,niatan,WORD,,LowerCase,OOV,""""""
1048,jelek,WORD,,LowerCase,OOV,""""""
1048,ke,WORD,,LowerCase,OOV,""""""
1048,driver,WORD,,LowerCase,OOV,""""""
1048,yang,WORD,,LowerCase,OOV,""""""
1048,anter,WORD,,LowerCase,OOV,""""""
1048,pesenan,WORD,,LowerCase,OOV,""""""
1048,.,EPUNC,,,,""""""
1049,Percuma,WORD,,"TitleCase, CapStart",OOV,""""""
1049,kak,WORD,,LowerCase,NOUN,""""""
1049,tag,WORD,,LowerCase,OOV,""""""
1049,",",OPUNC,,,,""""""
1049,semenjak,WORD,,LowerCase,OOV,""""""
1049,merger,WORD,,LowerCase,OOV,""""""
1049,gapernah,WORD,,LowerCase,OOV,""""""
1049,aktif,WORD,,LowerCase,OOV,""""""
1049,lagi,WORD,,LowerCase,OOV,""""""
1049,tuh,WORD,,LowerCase,OOV,""""""
1049,akun,WORD,,LowerCase,OOV,""""""
1050,klo,WORD,,LowerCase,OOV,""""""
1050,mau,WORD,,LowerCase,ADV,""""""
1050,beli,WORD,,LowerCase,OOV,""""""
1050,laptop,WORD,,LowerCase,OOV,""""""
1050,lewat,WORD,,LowerCase,OOV,""""""
1050,toped,WORD,,LowerCase,OOV,""""""
1050,",",OPUNC,,,,""""""
1050,mnding,WORD,,LowerCase,OOV,""""""
1050,ke,WORD,,LowerCase,OOV,""""""
1050,toko,WORD,,LowerCase,OOV,""""""
1050,ambil,WORD,,LowerCase,OOV,""""""
1050,barangnya,WORD,,LowerCase,OOV,""""""
1050,",",OPUNC,,,,""""""
1050,bayar,WORD,,LowerCase,OOV,""""""
1050,pakek,WORD,,LowerCase,OOV,""""""
1050,toped,WORD,,LowerCase,OOV,""""""
1050,",",OPUNC,,,,""""""
1050,kardus,WORD,,LowerCase,OOV,""""""
1050,di,WORD,,LowerCase,PREP,""""""
1050,gosend,WORD,,LowerCase,OOV,""""""
1050,yg,WORD,,LowerCase,OOV,""""""
1050,pasti,WORD,,LowerCase,OOV,""""""
1050,tanyakan,WORD,,LowerCase,OOV,""""""
1050,dahulu,WORD,,LowerCase,OOV,""""""
1050,tokonya,WORD,,LowerCase,OOV,""""""
1050,tersedia,WORD,,LowerCase,OOV,""""""
1050,gk,WORD,,LowerCase,OOV,""""""
1050,permbayaran,WORD,,LowerCase,OOV,""""""
1050,lewat,WORD,,LowerCase,OOV,""""""
1050,toped,WORD,,LowerCase,OOV,""""""
1051,Tahun,WORD,,"TitleCase, CapStart",OOV,""""""
1051,lalu,WORD,,LowerCase,OOV,""""""
1051,beli,WORD,,LowerCase,OOV,""""""
1051,ps5,WORD,,"LowerCase, CharDigit",OOV,""""""
1051,juga,WORD,,LowerCase,ADV,""""""
1051,agak,WORD,,LowerCase,OOV,""""""
1051,was,WORD,,LowerCase,OOV,""""""
1051,was,WORD,,LowerCase,OOV,""""""
1051,tapi,WORD,,LowerCase,OOV,""""""
1051,akhirnya,WORD,,LowerCase,OOV,""""""
1051,selamat,WORD,,LowerCase,OOV,""""""
1051,sampai,WORD,,LowerCase,PREP,""""""
1051,tujuan,WORD,,LowerCase,OOV,""""""
1052,Feelingku,WORD,,"TitleCase, CapStart",OOV,""""""
1052,mah,WORD,,LowerCase,OOV,""""""
1052,dia,WORD,,LowerCase,OOV,""""""
1052,cuma,WORD,,LowerCase,OOV,""""""
1052,numpang,WORD,,LowerCase,OOV,""""""
1052,foto,WORD,,LowerCase,OOV,""""""
1052,buat,WORD,,LowerCase,PREP,""""""
1052,selesain,WORD,,LowerCase,OOV,""""""
1052,order,WORD,,LowerCase,OOV,""""""
1052,di,WORD,,LowerCase,PREP,""""""
1052,aplikasi,WORD,,LowerCase,OOV,""""""
1052,",",OPUNC,,,,""""""
1052,trus,WORD,,LowerCase,OOV,""""""
1052,barang,WORD,,LowerCase,OOV,""""""
1052,dibawa,WORD,,LowerCase,OOV,""""""
1052,dulu,WORD,,LowerCase,OOV,""""""
1052,entah,WORD,,LowerCase,OOV,""""""
1052,kemana,WORD,,LowerCase,OOV,""""""
1052,buat,WORD,,LowerCase,PREP,""""""
1052,dibongkar,WORD,,LowerCase,OOV,""""""
1052,",",OPUNC,,,,""""""
1052,balik,WORD,,LowerCase,OOV,""""""
1052,lagi,WORD,,LowerCase,OOV,""""""
1052,jam,WORD,,LowerCase,OOV,""""""
1052,6,NUM,,Digit,,""""""
1052,sore,WORD,,LowerCase,OOV,""""""
1052,.,EPUNC,,,,""""""
1053,Gausah,WORD,,"TitleCase, CapStart",OOV,""""""
1053,",",OPUNC,,,,""""""
1053,beli,WORD,,LowerCase,OOV,""""""
1053,aja,WORD,,LowerCase,OOV,""""""
1053,langsung,WORD,,LowerCase,OOV,""""""
1053,.,EPUNC,,,,""""""
1053,Nnti,WORD,,"TitleCase, CapStart",OOV,""""""
1053,pas,WORD,,LowerCase,OOV,""""""
1053,diserahin,WORD,,LowerCase,OOV,""""""
1053,gojek,WORD,,LowerCase,OOV,""""""
1053,langsung,WORD,,LowerCase,OOV,""""""
1053,bilang,WORD,,LowerCase,OOV,""""""
1053,saya,WORD,,LowerCase,OOV,""""""
1053,yang,WORD,,LowerCase,OOV,""""""
1053,punya,WORD,,LowerCase,OOV,""""""
1053,.,EPUNC,,,,""""""
1053,Sama,WORD,,"TitleCase, CapStart",OOV,""""""
1053,kaya,WORD,,LowerCase,OOV,""""""
1053,lu,WORD,,LowerCase,OOV,""""""
1053,beli,WORD,,LowerCase,OOV,""""""
1053,sopi,WORD,,LowerCase,OOV,""""""
1053,fut,WORD,,LowerCase,OOV,""""""
1053,tp,WORD,,LowerCase,OOV,""""""
1053,lo,WORD,,LowerCase,OOV,""""""
1053,juga,WORD,,LowerCase,ADV,""""""
1053,diresto,WORD,,LowerCase,OOV,""""""
1053,tersebut,WORD,,LowerCase,OOV,""""""
1053,.,EPUNC,,,,""""""
1054,Sebagai,WORD,,"TitleCase, CapStart",OOV,""""""
1054,driver,WORD,,LowerCase,OOV,""""""
1054,ojol,WORD,,LowerCase,OOV,""""""
1054,juga,WORD,,LowerCase,ADV,""""""
1054,saya,WORD,,LowerCase,OOV,""""""
1054,menyarankan,WORD,,LowerCase,OOV,""""""
1054,tidak,WORD,,LowerCase,OOV,""""""
1054,melalui,WORD,,LowerCase,OOV,""""""
1054,e,WORD,,LowerCase,OOV,""""""
1054,-,SPUNC,,,,""""""
1054,commerce,WORD,,LowerCase,OOV,""""""
1054,tersebut,WORD,,LowerCase,OOV,""""""
1054,.,EPUNC,,,,""""""
1054,Diluar,WORD,,"TitleCase, CapStart",OOV,""""""
1054,drivernya,WORD,,LowerCase,OOV,""""""
1054,memang,WORD,,LowerCase,OOV,""""""
1054,salah,WORD,,LowerCase,OOV,""""""
1054,",",OPUNC,,,,""""""
1054,handle,WORD,,LowerCase,OOV,""""""
1054,complain,WORD,,LowerCase,OOV,""""""
1054,e,WORD,,LowerCase,OOV,""""""
1054,-,SPUNC,,,,""""""
1054,commerce,WORD,,LowerCase,OOV,""""""
1054,tersebut,WORD,,LowerCase,OOV,""""""
1054,sangat,WORD,,LowerCase,OOV,""""""
1054,amat,WORD,,LowerCase,OOV,""""""
1054,meeeeh,WORD,,LowerCase,OOV,""""""
1054,💀,PUNC,,,OOV,""""""
1054,.,EPUNC,,,,""""""
1054,Semoga,WORD,,"TitleCase, CapStart",OOV,""""""
1054,cepet,WORD,,LowerCase,OOV,""""""
1054,ktmu,WORD,,LowerCase,OOV,""""""
1054,titik,WORD,,LowerCase,OOV,""""""
1054,terang,WORD,,LowerCase,OOV,""""""
1054,ya,WORD,,LowerCase,OOV,""""""
1054,ka,WORD,,LowerCase,OOV,""""""
1055,dimensinya,WORD,,LowerCase,OOV,""""""
1055,berbeda,WORD,,LowerCase,OOV,""""""
1055,antara,WORD,,LowerCase,OOV,""""""
1055,yg,WORD,,LowerCase,OOV,""""""
1055,kiri,WORD,,LowerCase,OOV,""""""
1055,dan,WORD,,LowerCase,OOV,""""""
1055,kanan,WORD,,LowerCase,OOV,""""""
1055,.,EPUNC,,,,""""""
1055,dan,WORD,,LowerCase,OOV,""""""
1055,lakban,WORD,,LowerCase,OOV,""""""
1055,di,WORD,,LowerCase,PREP,""""""
1055,foto,WORD,,LowerCase,OOV,""""""
1055,sebelah,WORD,,LowerCase,OOV,""""""
1055,kanan,WORD,,LowerCase,OOV,""""""
1055,gak,WORD,,LowerCase,OOV,""""""
1055,serapih,WORD,,LowerCase,OOV,""""""
1055,yg,WORD,,LowerCase,OOV,""""""
1055,foto,WORD,,LowerCase,OOV,""""""
1055,sebelah,WORD,,LowerCase,OOV,""""""
1055,kiri,WORD,,LowerCase,OOV,""""""
1055,.,EPUNC,,,,""""""
1055,isinya,WORD,,LowerCase,OOV,""""""
1055,seperti,WORD,,LowerCase,OOV,""""""
1055,berkurang,WORD,,LowerCase,OOV,""""""
1055,.,EPUNC,,,,""""""
1055,was,WORD,,LowerCase,OOV,""""""
1055,-,SPUNC,,,,""""""
1055,was,WORD,,LowerCase,OOV,""""""
1055,juga,WORD,,LowerCase,ADV,""""""
1055,nih,WORD,,LowerCase,OOV,""""""
1055,kirim,WORD,,LowerCase,OOV,""""""
1055,instan,WORD,,LowerCase,OOV,""""""
1055,kalau,WORD,,LowerCase,OOV,""""""
1055,rekanan,WORD,,LowerCase,OOV,""""""
1055,drivernya,WORD,,LowerCase,OOV,""""""
1055,kayak,WORD,,LowerCase,OOV,""""""
1055,begini,WORD,,LowerCase,OOV,""""""
1056,Saya,WORD,,"TitleCase, CapStart",OOV,""""""
